,Period,Time,grid_node,Domestic_electricity,SolarGains
562,9,1,143.0,10.620594382396600,0.0
563,9,1,151.0,4.670306029372450,0.0
564,9,1,152.0,8.675275022459420,0.0
565,9,1,154.0,2.0528188098735100,0.0
566,9,1,155.0,6.123645383022420,0.0
567,9,1,157.0,2.307057720990340,0.0
568,9,1,160.0,3.0025711755226400,0.0
569,9,1,168.0,9.615697898539670,0.0
570,9,1,171.0,4.189166829509670,0.0
571,9,1,173.0,10.964855484541000,0.0
572,9,1,192.0,1.3894939759036100,0.0
573,9,1,193.0,0.24873408,0.0
574,9,1,195.0,0.22248576,0.0
575,9,1,196.0,0.46041696,0.0
576,10,1,1.0,0.2652698873684130,0.0
577,10,1,2.0,0.34189879518072300,0.0
578,10,1,5.0,2.366727710843370,0.0
579,10,1,6.0,1.7237590361445800,0.0
580,10,1,10.0,0.0,0.0
581,10,1,11.0,3.3596915662650600,0.0
582,10,1,13.0,0.6436240963855420,0.0
583,10,1,16.0,14.049104844036000,0.0
584,10,1,17.0,0.2849156626506020,0.0
585,10,1,19.0,0.4374503419663810,0.0
586,10,1,20.0,0.0,0.0
587,10,1,21.0,2.777831325301210,0.0
588,10,1,22.0,8.458825017195050,0.0
589,10,1,23.0,8.937936817986520,0.0
590,10,1,24.0,25.831093975903600,0.0
591,10,1,25.0,1.040809638554220,0.0
592,10,1,26.0,7.702939759036150,0.0
593,10,1,27.0,19.81830284032890,0.0
594,10,1,29.0,3.991099456576580,0.0
595,10,1,33.0,18.331680387642700,0.0
596,10,1,34.0,8.171797590361450,0.0
597,10,1,35.0,1.7617734939759000,0.0
598,10,1,38.0,4.221553832421230,0.0
599,10,1,40.0,1.681156626506020,0.0
600,10,1,41.0,11.718669776240800,0.0
601,10,1,45.0,1.5412704718609000,0.0
602,10,1,58.0,1.278766265060240,0.0
603,10,1,59.0,0.0786506024096385,0.0
604,10,1,61.0,9.120809226409720,0.0
605,10,1,65.0,0.6402996714129240,0.0
606,10,1,67.0,0.0,0.0
607,10,1,68.0,1.69159041940697,0.0
608,10,1,73.0,0.9261879518072290,0.0
609,10,1,74.0,0.0,0.0
610,10,1,76.0,5.3180915662650600,0.0
611,10,1,89.0,0.5361349397590360,0.0
612,10,1,97.0,0.0,0.0
613,10,1,101.0,0.275277108433735,0.0
614,10,1,102.0,1.3948915662650600,0.0
615,10,1,104.0,0.3808000000000000,0.0
616,10,1,105.0,0.0,0.0
617,10,1,107.0,2.0462265060241000,0.0
618,10,1,108.0,6.257966265060240,0.0
619,10,1,111.0,0.873814804369893,0.0
620,10,1,120.0,0.621529445865834,0.0
