57,47,0.009850,0.002922,3.36437E-08
58,57,0.006259,0.003921,8.009675E-10
59,58,0.001455,0.000431,4.968243E-09
61,60,0.006194,0.001837,2.115738E-08
62,63,0.000317,0.000178,4.917478E-08
63,190,0.000634,0.000357,9.851096E-08
64,66,0.002115,0.000627,7.223159E-09
65,64,0.001015,0.000301,3.4656E-09
65,68,0.004771,0.002988,6.10493E-10
67,65,0.010225,0.003033,3.492474E-08
67,70,0.003503,0.001039,1.196494E-08
69,67,0.046970,0.013933,1.604365E-07
70,72,0.003669,0.001088,1.253355E-08
71,69,0.002211,0.000656,7.55098E-09
72,73,0.015399,0.004568,5.259931E-08
72,76,0.003330,0.000988,1.137483E-08
73,74,0.007231,0.002145,2.469753E-08
74,75,0.003081,0.000914,1.052395E-08
75,77,0.002749,0.001722,3.51771E-10
76,78,0.000884,0.000262,3.019604E-09
78,80,0.004908,0.001456,1.67637E-08
79,71,0.001703,0.000505,5.8159E-09
81,82,0.001596,0.000474,5.453201E-09
83,81,0.004965,0.001473,1.696066E-08
83,85,0.004815,0.001428,1.644674E-08
84,83,0.005018,0.001489,1.714138E-08
84,89,0.001193,0.000672,1.853551E-07
85,91,0.000134,0.000040,4.566723E-10
86,87,0.001435,0.000426,4.90086E-09
87,92,0.000852,0.000253,2.90852E-09
88,86,0.003902,0.001157,1.33278E-08
89,94,0.000382,0.000215,5.931861E-08
89,95,0.001101,0.000326,3.759675E-09
90,84,0.000197,0.000111,3.061768E-08
93,88,0.003755,0.001114,1.282439E-08
93,106,0.005382,0.001596,1.83835E-08
94,96,0.000350,0.000197,5.43011E-08
96,102,0.001067,0.002869,7.888626E-10
96,112,0.002450,0.000727,8.368801E-09
97,90,0.000267,0.000150,4.140079E-08
98,99,0.000541,0.000161,1.84946E-09
99,101,0.008030,0.005030,1.02759E-09
100,98,0.003870,0.001148,1.321906E-08
100,103,0.004584,0.005243,1.198392E-09
101,104,0.001300,0.000386,4.440979E-09
102,100,0.001057,0.000768,1.434013E-08
103,105,0.001306,0.000387,4.4593E-09
104,93,0.002385,0.000707,8.145453E-09
105,156,0.008202,0.002433,2.801679E-08
106,107,0.002968,0.000880,1.013905E-08
106,110,0.002166,0.000642,7.39746E-09
107,108,0.001493,0.000443,5.101369E-09
107,109,0.001866,0.000553,6.372546E-09
108,139,0.002035,0.000604,6.950323E-09
109,111,0.006193,0.003879,7.924458E-10
113,59,0.002121,0.000629,7.24646E-09
114,113,0.017151,0.005087,5.858158E-08
115,114,0.000844,0.000250,2.883315E-09
116,117,0.001960,0.000581,6.694537E-09
117,124,0.000026,0.000008,8.822853E-11
118,120,0.020663,0.006129,7.05784E-08
118,121,0.003721,0.001104,1.271034E-08
119,118,0.004978,0.001477,1.70031E-08
120,122,0.003211,0.000953,1.096901E-08
123,115,0.016063,0.010061,2.055563E-09
124,185,0.001994,0.000592,6.81264E-09
125,119,0.002155,0.000639,7.361408E-09
126,127,0.001625,0.001181,2.203984E-08
127,129,0.012428,0.003686,4.245021E-08
127,130,0.006772,0.007746,1.770427E-09
128,126,0.000539,0.000304,8.3754E-08
129,135,0.002363,0.000701,8.070269E-09
130,123,0.004013,0.001190,1.370733E-08
131,128,0.000189,0.000107,2.940116E-08
132,134,0.000832,0.002236,2.460032E-09
133,132,0.000455,0.000256,7.068213E-08
133,137,0.004585,0.001360,1.565957E-08
134,136,0.000728,0.000410,1.131005E-07
136,131,0.000765,0.002057,2.262778E-09
137,125,0.000852,0.000253,2.911585E-09
138,133,0.001246,0.003350,3.684607E-09
141,140,0.007339,0.004597,9.39094E-10
141,142,0.008981,0.002664,3.067631E-08
142,144,0.004504,0.001336,1.538339E-08
142,146,0.002505,0.000743,8.555457E-09
143,141,0.012271,0.003640,4.191342E-08
143,147,0.006194,0.001837,2.115587E-08
144,9,0.005619,0.001667,1.919185E-08
144,145,0.002390,0.000709,8.16316E-09
145,152,0.001701,0.000505,5.8102E-09
146,153,0.003694,0.001096,1.261764E-08
147,148,0.001720,0.000510,5.873652E-09
148,154,0.003799,0.001127,1.297624E-08
149,143,0.003148,0.000934,1.075324E-08
150,151,0.000443,0.000131,1.51164E-09
152,157,0.005718,0.001696,1.953007E-08
153,189,0.004331,0.001285,1.479497E-08
154,192,0.007240,0.002147,2.472877E-08
154,193,0.002293,0.000680,7.83104E-09
155,149,0.002394,0.000710,8.17853E-09
156,155,0.002625,0.000779,8.966724E-09
157,158,0.003858,0.002416,4.936635E-10
158,159,0.001919,0.000569,6.55576E-09
158,160,0.004086,0.002559,5.228511E-10
162,32,0.000301,0.000169,4.670487E-08
163,162,0.000033,0.000019,5.158995E-09
165,164,0.002466,0.000732,8.424604E-09
166,165,0.002293,0.000680,7.83218E-09
168,167,0.002876,0.000853,9.82224E-09
168,169,0.003170,0.000940,1.082756E-08
170,168,0.003352,0.000994,1.144921E-08
171,172,0.001719,0.000510,5.873045E-09
172,174,0.003308,0.000981,1.129822E-08
173,97,0.001099,0.000619,1.707338E-07
173,171,0.002169,0.000643,7.409337E-09
174,176,0.002868,0.000851,9.79526E-09
174,177,0.003474,0.001031,1.18669E-08
175,173,0.000068,0.000038,1.061293E-08
177,178,0.005078,0.003181,6.498444E-10
178,179,0.003017,0.000895,1.030695E-08
179,182,0.002850,0.000845,9.7337E-09
180,170,0.003232,0.000959,1.103917E-08
181,180,0.002802,0.000831,9.5703E-09
182,181,0.006402,0.004010,8.192183E-10
187,186,0.000186,0.000055,6.340387E-10
188,187,0.001440,0.000427,4.917135E-09
189,188,0.001572,0.000466,5.368034E-09
190,13,0.002495,0.000740,8.522264E-09
190,38,0.001043,0.000587,1.619424E-07
192,191,0.001237,0.000367,4.224509E-09
193,194,0.000862,0.000256,2.944641E-09
194,195,0.001722,0.000511,5.880862E-09
